Hash Code 2021

Simulation
----------
Duration     : 1640
Intersections: 10000
Streets      : 35030
Cars         : 1000
Max score    : 1328389
Bonus points : 100

Schedule
--------
Intersections   : 7660
Street lights   : 11472
Arrived cars    : 998
Earliest arrival: 1
Latest arrival  : 1604
Crossed streets : 11472
Total wait time : 16443
Schedule score  : 1311790
Incremental Improver: 100 rounds
Greedy improver: 10 min wait time, 500 max streets per round
Street 17978, intersection 6419: 14 total wait time, 3 streets in the intersection
Street 24196, intersection 3731: 14 total wait time, 3 streets in the intersection
Street 4530, intersection 6939: 14 total wait time, 2 streets in the intersection
Street 1500, intersection 7421: 14 total wait time, 2 streets in the intersection
Street 24891, intersection 8212: 14 total wait time, 3 streets in the intersection
Street 14494, intersection 2865: 14 total wait time, 2 streets in the intersection
Street 27755, intersection 405: 14 total wait time, 3 streets in the intersection
Street 14623, intersection 6641: 14 total wait time, 3 streets in the intersection
Street 10832, intersection 1628: 14 total wait time, 3 streets in the intersection
Street 29333, intersection 3294: 14 total wait time, 3 streets in the intersection
Street 27865, intersection 2463: 14 total wait time, 2 streets in the intersection
Street 6683, intersection 2446: 14 total wait time, 4 streets in the intersection
Street 5194, intersection 4945: 14 total wait time, 3 streets in the intersection
Street 30122, intersection 3301: 14 total wait time, 2 streets in the intersection
Street 1963, intersection 3612: 14 total wait time, 3 streets in the intersection
Street 16552, intersection 7162: 14 total wait time, 2 streets in the intersection
Street 21343, intersection 3119: 14 total wait time, 3 streets in the intersection
Street 13816, intersection 4356: 14 total wait time, 3 streets in the intersection
Street 6541, intersection 3219: 14 total wait time, 3 streets in the intersection
Street 18444, intersection 3914: 14 total wait time, 2 streets in the intersection
Street 25768, intersection 4551: 14 total wait time, 2 streets in the intersection
Street 23455, intersection 4403: 14 total wait time, 2 streets in the intersection
Street 22249, intersection 6637: 14 total wait time, 2 streets in the intersection
Street 34640, intersection 3052: 14 total wait time, 2 streets in the intersection
Street 7454, intersection 6420: 14 total wait time, 3 streets in the intersection
Street 23942, intersection 2728: 13 total wait time, 2 streets in the intersection
Street 31442, intersection 8217: 13 total wait time, 3 streets in the intersection
Street 33064, intersection 1464: 13 total wait time, 3 streets in the intersection
Street 15001, intersection 4839: 13 total wait time, 2 streets in the intersection
Street 9193, intersection 4329: 13 total wait time, 3 streets in the intersection
Street 96, intersection 3229: 13 total wait time, 3 streets in the intersection
Street 14819, intersection 8267: 13 total wait time, 2 streets in the intersection
Street 33315, intersection 8216: 13 total wait time, 2 streets in the intersection
Street 19480, intersection 3498: 13 total wait time, 2 streets in the intersection
Street 26005, intersection 128: 13 total wait time, 3 streets in the intersection
Street 21497, intersection 7566: 13 total wait time, 2 streets in the intersection
Street 18772, intersection 9507: 13 total wait time, 2 streets in the intersection
Street 5445, intersection 1294: 13 total wait time, 3 streets in the intersection
Street 8064, intersection 3294: 13 total wait time, 3 streets in the intersection
Street 33111, intersection 1780: 13 total wait time, 2 streets in the intersection
Street 9202, intersection 2962: 13 total wait time, 2 streets in the intersection
Street 8233, intersection 612: 13 total wait time, 2 streets in the intersection
Street 17474, intersection 8968: 13 total wait time, 2 streets in the intersection
Street 33236, intersection 2429: 13 total wait time, 2 streets in the intersection
Street 16500, intersection 3582: 13 total wait time, 2 streets in the intersection
Street 4434, intersection 2221: 13 total wait time, 3 streets in the intersection
Street 16702, intersection 3716: 13 total wait time, 2 streets in the intersection
Street 25371, intersection 5807: 13 total wait time, 2 streets in the intersection
Street 14502, intersection 3259: 13 total wait time, 2 streets in the intersection
Street 6057, intersection 881: 13 total wait time, 2 streets in the intersection
Street 12392, intersection 4342: 13 total wait time, 2 streets in the intersection
Street 21176, intersection 5084: 13 total wait time, 3 streets in the intersection
Street 12955, intersection 2094: 13 total wait time, 2 streets in the intersection
Street 15188, intersection 6710: 13 total wait time, 3 streets in the intersection
Street 18881, intersection 7640: 13 total wait time, 2 streets in the intersection
Street 29312, intersection 3353: 13 total wait time, 3 streets in the intersection
Street 8731, intersection 3116: 13 total wait time, 3 streets in the intersection
Street 7090, intersection 4537: 12 total wait time, 2 streets in the intersection
Street 3645, intersection 394: 12 total wait time, 3 streets in the intersection
Street 24918, intersection 2348: 12 total wait time, 2 streets in the intersection
Street 29866, intersection 4444: 12 total wait time, 3 streets in the intersection
Street 15911, intersection 3689: 12 total wait time, 2 streets in the intersection
Street 1216, intersection 5770: 12 total wait time, 3 streets in the intersection
Street 24427, intersection 780: 12 total wait time, 4 streets in the intersection
Street 33350, intersection 7303: 12 total wait time, 2 streets in the intersection
Street 14154, intersection 6176: 12 total wait time, 2 streets in the intersection
Street 5455, intersection 9833: 12 total wait time, 3 streets in the intersection
Street 3894, intersection 9164: 12 total wait time, 2 streets in the intersection
Street 23043, intersection 2232: 12 total wait time, 3 streets in the intersection
Street 27812, intersection 8798: 12 total wait time, 3 streets in the intersection
Street 20244, intersection 5886: 12 total wait time, 3 streets in the intersection
Street 20335, intersection 2156: 12 total wait time, 3 streets in the intersection
Street 14273, intersection 1791: 12 total wait time, 3 streets in the intersection
Street 31505, intersection 6185: 12 total wait time, 2 streets in the intersection
Street 11702, intersection 739: 12 total wait time, 2 streets in the intersection
Street 26249, intersection 2134: 12 total wait time, 2 streets in the intersection
Street 21794, intersection 3538: 12 total wait time, 2 streets in the intersection
Street 19870, intersection 2203: 12 total wait time, 2 streets in the intersection
Street 12369, intersection 3646: 12 total wait time, 2 streets in the intersection
Street 23764, intersection 3884: 12 total wait time, 3 streets in the intersection
Street 10683, intersection 4366: 12 total wait time, 2 streets in the intersection
Street 20689, intersection 2441: 12 total wait time, 3 streets in the intersection
Street 5517, intersection 9868: 12 total wait time, 3 streets in the intersection
Street 16486, intersection 2922: 12 total wait time, 3 streets in the intersection
Street 22929, intersection 476: 12 total wait time, 3 streets in the intersection
Street 28648, intersection 4762: 12 total wait time, 2 streets in the intersection
Street 5751, intersection 8995: 12 total wait time, 3 streets in the intersection
Street 11283, intersection 690: 12 total wait time, 2 streets in the intersection
Street 4487, intersection 2241: 12 total wait time, 2 streets in the intersection
Street 31359, intersection 2207: 12 total wait time, 3 streets in the intersection
Street 14864, intersection 4122: 12 total wait time, 2 streets in the intersection
Street 26407, intersection 7588: 12 total wait time, 2 streets in the intersection
Street 24914, intersection 6227: 12 total wait time, 3 streets in the intersection
Street 32998, intersection 4423: 12 total wait time, 2 streets in the intersection
Street 13113, intersection 2256: 12 total wait time, 2 streets in the intersection
Street 1262, intersection 5959: 12 total wait time, 3 streets in the intersection
Street 22637, intersection 1937: 12 total wait time, 2 streets in the intersection
Street 22367, intersection 2522: 12 total wait time, 2 streets in the intersection
Street 3357, intersection 385: 12 total wait time, 2 streets in the intersection
Street 846, intersection 2504: 12 total wait time, 3 streets in the intersection
Street 12971, intersection 1895: 12 total wait time, 2 streets in the intersection
Street 31761, intersection 7003: 12 total wait time, 2 streets in the intersection
Street 25391, intersection 2031: 12 total wait time, 4 streets in the intersection
Street 20937, intersection 6478: 12 total wait time, 2 streets in the intersection
Street 20760, intersection 614: 12 total wait time, 4 streets in the intersection
Street 11567, intersection 3913: 12 total wait time, 2 streets in the intersection
Street 18451, intersection 7080: 12 total wait time, 3 streets in the intersection
Street 18877, intersection 5696: 12 total wait time, 2 streets in the intersection
Street 31613, intersection 7251: 12 total wait time, 3 streets in the intersection
Street 16144, intersection 4955: 12 total wait time, 4 streets in the intersection
Street 27356, intersection 3006: 12 total wait time, 2 streets in the intersection
Street 20761, intersection 543: 12 total wait time, 2 streets in the intersection
Street 5807, intersection 5184: 12 total wait time, 3 streets in the intersection
Street 7527, intersection 6611: 12 total wait time, 3 streets in the intersection
Street 29528, intersection 6514: 12 total wait time, 2 streets in the intersection
Street 24796, intersection 3731: 12 total wait time, 3 streets in the intersection
Street 34035, intersection 2427: 11 total wait time, 3 streets in the intersection
Street 13026, intersection 6986: 11 total wait time, 3 streets in the intersection
Street 21855, intersection 3274: 11 total wait time, 2 streets in the intersection
Street 6353, intersection 4500: 11 total wait time, 4 streets in the intersection
Street 15327, intersection 9371: 11 total wait time, 3 streets in the intersection
Street 6269, intersection 2312: 11 total wait time, 2 streets in the intersection
Street 26032, intersection 4356: 11 total wait time, 3 streets in the intersection
Street 9021, intersection 8537: 11 total wait time, 2 streets in the intersection
Street 20390, intersection 6407: 11 total wait time, 3 streets in the intersection
Street 34360, intersection 3023: 11 total wait time, 2 streets in the intersection
Street 28813, intersection 1134: 11 total wait time, 2 streets in the intersection
Street 11175, intersection 6111: 11 total wait time, 2 streets in the intersection
Street 24110, intersection 2800: 11 total wait time, 3 streets in the intersection
Street 30540, intersection 8219: 11 total wait time, 3 streets in the intersection
Street 29744, intersection 3049: 11 total wait time, 2 streets in the intersection
Street 16453, intersection 6288: 11 total wait time, 3 streets in the intersection
Street 27054, intersection 874: 11 total wait time, 3 streets in the intersection
Street 2786, intersection 7576: 11 total wait time, 3 streets in the intersection
Street 26487, intersection 6110: 11 total wait time, 2 streets in the intersection
Street 10166, intersection 7841: 11 total wait time, 2 streets in the intersection
Street 19454, intersection 4552: 11 total wait time, 3 streets in the intersection
Street 33669, intersection 4991: 11 total wait time, 2 streets in the intersection
Street 27569, intersection 6628: 11 total wait time, 2 streets in the intersection
Street 27200, intersection 4890: 11 total wait time, 2 streets in the intersection
Street 26149, intersection 7733: 11 total wait time, 2 streets in the intersection
Street 19250, intersection 2504: 11 total wait time, 3 streets in the intersection
Street 26268, intersection 1788: 11 total wait time, 2 streets in the intersection
Street 21304, intersection 680: 11 total wait time, 3 streets in the intersection
Street 17305, intersection 1322: 11 total wait time, 2 streets in the intersection
Street 9729, intersection 6586: 11 total wait time, 3 streets in the intersection
Street 31379, intersection 1628: 11 total wait time, 3 streets in the intersection
Street 31, intersection 9312: 11 total wait time, 2 streets in the intersection
Street 20396, intersection 6224: 11 total wait time, 2 streets in the intersection
Street 17716, intersection 1852: 11 total wait time, 2 streets in the intersection
Street 14425, intersection 3273: 11 total wait time, 2 streets in the intersection
Street 16963, intersection 2308: 11 total wait time, 2 streets in the intersection
Street 19576, intersection 677: 11 total wait time, 3 streets in the intersection
Street 4636, intersection 691: 11 total wait time, 2 streets in the intersection
Street 17258, intersection 4506: 11 total wait time, 3 streets in the intersection
Street 11005, intersection 2784: 11 total wait time, 2 streets in the intersection
Street 27146, intersection 7937: 10 total wait time, 2 streets in the intersection
Street 32053, intersection 6711: 10 total wait time, 2 streets in the intersection
Street 19428, intersection 1405: 10 total wait time, 3 streets in the intersection
Street 18297, intersection 6867: 10 total wait time, 2 streets in the intersection
Street 22906, intersection 4347: 10 total wait time, 3 streets in the intersection
Street 19996, intersection 3306: 10 total wait time, 2 streets in the intersection
Street 13176, intersection 2461: 10 total wait time, 3 streets in the intersection
Street 20772, intersection 6816: 10 total wait time, 3 streets in the intersection
Street 26428, intersection 2257: 10 total wait time, 3 streets in the intersection
Street 18928, intersection 2804: 10 total wait time, 3 streets in the intersection
Street 17533, intersection 8746: 10 total wait time, 3 streets in the intersection
Street 15622, intersection 4440: 10 total wait time, 3 streets in the intersection
Street 2492, intersection 748: 10 total wait time, 3 streets in the intersection
Street 11966, intersection 3722: 10 total wait time, 3 streets in the intersection
Street 21201, intersection 7667: 10 total wait time, 2 streets in the intersection
Street 9803, intersection 3883: 10 total wait time, 3 streets in the intersection
Street 1449, intersection 7504: 10 total wait time, 2 streets in the intersection
Street 7101, intersection 2578: 10 total wait time, 2 streets in the intersection
Street 24933, intersection 6837: 10 total wait time, 2 streets in the intersection
Street 22445, intersection 465: 10 total wait time, 2 streets in the intersection
Street 23829, intersection 5497: 10 total wait time, 2 streets in the intersection
Street 27953, intersection 1778: 10 total wait time, 3 streets in the intersection
Street 16775, intersection 898: 10 total wait time, 3 streets in the intersection
Street 24350, intersection 5049: 10 total wait time, 2 streets in the intersection
Street 22990, intersection 6347: 10 total wait time, 3 streets in the intersection
Street 21487, intersection 5198: 10 total wait time, 3 streets in the intersection
Street 17824, intersection 7653: 10 total wait time, 2 streets in the intersection
Street 30412, intersection 613: 10 total wait time, 2 streets in the intersection
Street 14158, intersection 2346: 10 total wait time, 2 streets in the intersection
Street 13390, intersection 6567: 10 total wait time, 2 streets in the intersection
Street 9048, intersection 2145: 10 total wait time, 3 streets in the intersection
Street 11961, intersection 9444: 10 total wait time, 2 streets in the intersection
Street 10929, intersection 2227: 10 total wait time, 2 streets in the intersection
Street 32574, intersection 3284: 10 total wait time, 3 streets in the intersection
Street 26152, intersection 7333: 10 total wait time, 2 streets in the intersection
Street 27991, intersection 2358: 10 total wait time, 3 streets in the intersection
Street 3139, intersection 5198: 10 total wait time, 3 streets in the intersection
Street 19094, intersection 4177: 10 total wait time, 2 streets in the intersection
Street 1091, intersection 6485: 10 total wait time, 2 streets in the intersection
Street 7552, intersection 7078: 10 total wait time, 2 streets in the intersection
Street 9638, intersection 6939: 10 total wait time, 2 streets in the intersection
Street 11428, intersection 2634: 10 total wait time, 3 streets in the intersection
Street 21026, intersection 3684: 10 total wait time, 2 streets in the intersection
Street 28191, intersection 3497: 10 total wait time, 3 streets in the intersection
Street 27115, intersection 1981: 10 total wait time, 4 streets in the intersection
Street 23311, intersection 6715: 10 total wait time, 2 streets in the intersection
Street 28464, intersection 442: 10 total wait time, 3 streets in the intersection
Street 4140, intersection 9831: 10 total wait time, 2 streets in the intersection
Street 26966, intersection 5968: 10 total wait time, 3 streets in the intersection
Street 32578, intersection 6415: 10 total wait time, 3 streets in the intersection
Street 4260, intersection 9400: 10 total wait time, 3 streets in the intersection
Street 32125, intersection 2217: 10 total wait time, 2 streets in the intersection
Street 20357, intersection 9193: 10 total wait time, 2 streets in the intersection
Street 7219, intersection 3295: 10 total wait time, 2 streets in the intersection
Street 32248, intersection 7847: 10 total wait time, 2 streets in the intersection
Street 8767, intersection 4127: 10 total wait time, 2 streets in the intersection
Street 12527, intersection 9357: 10 total wait time, 2 streets in the intersection
Street 7879, intersection 3607: 10 total wait time, 2 streets in the intersection
Street 2167, intersection 6263: 10 total wait time, 2 streets in the intersection
Street 31644, intersection 2376: 10 total wait time, 2 streets in the intersection
Street 31026, intersection 2481: 10 total wait time, 3 streets in the intersection
Street 18746, intersection 4505: 10 total wait time, 3 streets in the intersection
Street 7742, intersection 4551: 10 total wait time, 2 streets in the intersection
Street 12047, intersection 755: 10 total wait time, 3 streets in the intersection
Street 18487, intersection 384: 10 total wait time, 2 streets in the intersection
Street 5242, intersection 3912: 10 total wait time, 2 streets in the intersection
Street 6313, intersection 1558: 10 total wait time, 3 streets in the intersection
Street 16686, intersection 2224: 10 total wait time, 2 streets in the intersection
Round 84, no improvement
Greedy improver: 10 min wait time, 500 max streets per round
Street 13864, intersection 5768: 46 total wait time, 2 streets in the intersection
Street 22968, intersection 5660: 46 total wait time, 2 streets in the intersection
Street 23622, intersection 7241: 44 total wait time, 3 streets in the intersection
Street 17926, intersection 608: 43 total wait time, 4 streets in the intersection
Street 5584, intersection 387: 43 total wait time, 2 streets in the intersection
Street 20695, intersection 6929: 41 total wait time, 3 streets in the intersection
Street 12668, intersection 3309: 39 total wait time, 3 streets in the intersection
Street 233, intersection 7752: 39 total wait time, 4 streets in the intersection
Street 20676, intersection 56: 37 total wait time, 3 streets in the intersection
Street 32470, intersection 1294: 37 total wait time, 3 streets in the intersection
Street 31979, intersection 5771: 35 total wait time, 2 streets in the intersection
Street 32120, intersection 5273: 34 total wait time, 3 streets in the intersection
Street 6373, intersection 1443: 34 total wait time, 2 streets in the intersection
Street 16882, intersection 1779: 34 total wait time, 3 streets in the intersection
Street 32620, intersection 3303: 34 total wait time, 3 streets in the intersection
Street 13530, intersection 1296: 33 total wait time, 2 streets in the intersection
Street 17705, intersection 360: 33 total wait time, 3 streets in the intersection
Street 21350, intersection 3727: 32 total wait time, 3 streets in the intersection
Street 7757, intersection 7334: 32 total wait time, 4 streets in the intersection
Street 1355, intersection 6586: 32 total wait time, 3 streets in the intersection
Street 7619, intersection 7752: 32 total wait time, 4 streets in the intersection
Street 26376, intersection 7190: 32 total wait time, 2 streets in the intersection
Street 22747, intersection 4402: 30 total wait time, 2 streets in the intersection
Street 10512, intersection 7852: 30 total wait time, 4 streets in the intersection
Street 2975, intersection 7757: 30 total wait time, 3 streets in the intersection
Street 3736, intersection 4326: 28 total wait time, 2 streets in the intersection
Street 10833, intersection 1713: 27 total wait time, 3 streets in the intersection
Street 7916, intersection 6897: 27 total wait time, 2 streets in the intersection
Street 23856, intersection 6632: 26 total wait time, 3 streets in the intersection
Street 30860, intersection 4257: 26 total wait time, 3 streets in the intersection
Street 25497, intersection 1623: 26 total wait time, 4 streets in the intersection
Street 28160, intersection 2366: 26 total wait time, 3 streets in the intersection
Street 18161, intersection 6681: 26 total wait time, 2 streets in the intersection
Street 4104, intersection 7762: 26 total wait time, 3 streets in the intersection
Street 8399, intersection 383: 26 total wait time, 3 streets in the intersection
Street 28877, intersection 443: 25 total wait time, 3 streets in the intersection
Street 1890, intersection 1619: 25 total wait time, 3 streets in the intersection
Street 22444, intersection 376: 25 total wait time, 2 streets in the intersection
Street 2591, intersection 7219: 24 total wait time, 3 streets in the intersection
Street 12349, intersection 4437: 24 total wait time, 3 streets in the intersection
Street 31856, intersection 7842: 24 total wait time, 3 streets in the intersection
Street 11059, intersection 3533: 24 total wait time, 2 streets in the intersection
Street 21622, intersection 1626: 24 total wait time, 2 streets in the intersection
Street 9954, intersection 6774: 23 total wait time, 3 streets in the intersection
Street 33479, intersection 3264: 23 total wait time, 3 streets in the intersection
Street 13832, intersection 799: 23 total wait time, 2 streets in the intersection
Street 18030, intersection 4440: 23 total wait time, 3 streets in the intersection
Street 9446, intersection 954: 23 total wait time, 3 streets in the intersection
Street 1849, intersection 2880: 22 total wait time, 2 streets in the intersection
Street 2069, intersection 1631: 22 total wait time, 2 streets in the intersection
Street 25934, intersection 6509: 22 total wait time, 2 streets in the intersection
Street 1780, intersection 345: 22 total wait time, 4 streets in the intersection
Street 13810, intersection 3668: 22 total wait time, 3 streets in the intersection
Street 20873, intersection 7399: 22 total wait time, 3 streets in the intersection
Street 1945, intersection 5763: 22 total wait time, 2 streets in the intersection
Street 25006, intersection 7334: 22 total wait time, 4 streets in the intersection
Street 26210, intersection 6510: 21 total wait time, 2 streets in the intersection
Street 29321, intersection 7266: 21 total wait time, 3 streets in the intersection
Street 24814, intersection 7768: 21 total wait time, 3 streets in the intersection
Street 6118, intersection 3194: 21 total wait time, 2 streets in the intersection
Street 14392, intersection 4185: 21 total wait time, 2 streets in the intersection
Street 7105, intersection 7251: 21 total wait time, 3 streets in the intersection
Street 24650, intersection 5758: 21 total wait time, 2 streets in the intersection
Street 5581, intersection 6176: 21 total wait time, 2 streets in the intersection
Street 7103, intersection 7249: 21 total wait time, 2 streets in the intersection
Street 27192, intersection 3463: 21 total wait time, 2 streets in the intersection
Street 27912, intersection 3047: 21 total wait time, 3 streets in the intersection
Street 8473, intersection 2594: 21 total wait time, 3 streets in the intersection
Street 19017, intersection 4826: 20 total wait time, 2 streets in the intersection
Street 26868, intersection 5849: 20 total wait time, 2 streets in the intersection
Street 7915, intersection 7004: 20 total wait time, 4 streets in the intersection
Street 29168, intersection 7029: 20 total wait time, 4 streets in the intersection
Street 28780, intersection 1629: 20 total wait time, 2 streets in the intersection
Street 16856, intersection 7837: 20 total wait time, 3 streets in the intersection
Street 1178, intersection 4825: 20 total wait time, 2 streets in the intersection
Street 21328, intersection 6027: 20 total wait time, 3 streets in the intersection
Street 34187, intersection 8207: 20 total wait time, 4 streets in the intersection
Street 13641, intersection 1622: 20 total wait time, 2 streets in the intersection
Street 33904, intersection 3185: 20 total wait time, 2 streets in the intersection
Street 8414, intersection 4021: 19 total wait time, 2 streets in the intersection
Street 5006, intersection 2960: 19 total wait time, 3 streets in the intersection
Street 32888, intersection 4554: 19 total wait time, 2 streets in the intersection
Street 22634, intersection 5667: 19 total wait time, 2 streets in the intersection
Street 4802, intersection 2377: 19 total wait time, 2 streets in the intersection
Street 13401, intersection 5370: 19 total wait time, 2 streets in the intersection
Street 9183, intersection 4019: 19 total wait time, 2 streets in the intersection
Street 12520, intersection 9506: 19 total wait time, 3 streets in the intersection
Street 22029, intersection 2487: 19 total wait time, 2 streets in the intersection
Street 7948, intersection 4606: 18 total wait time, 2 streets in the intersection
Street 13231, intersection 2033: 18 total wait time, 2 streets in the intersection
Street 2685, intersection 590: 18 total wait time, 2 streets in the intersection
Street 30115, intersection 4446: 18 total wait time, 2 streets in the intersection
Street 23154, intersection 6277: 18 total wait time, 2 streets in the intersection
Street 26935, intersection 2122: 18 total wait time, 2 streets in the intersection
Street 9898, intersection 8981: 18 total wait time, 2 streets in the intersection
Street 3797, intersection 4485: 18 total wait time, 3 streets in the intersection
Street 20216, intersection 2340: 18 total wait time, 3 streets in the intersection
Street 17556, intersection 6511: 18 total wait time, 3 streets in the intersection
Street 6558, intersection 2879: 18 total wait time, 3 streets in the intersection
Street 11636, intersection 4740: 18 total wait time, 2 streets in the intersection
Street 22459, intersection 4022: 18 total wait time, 2 streets in the intersection
Street 7239, intersection 4500: 18 total wait time, 4 streets in the intersection
Street 28488, intersection 672: 18 total wait time, 3 streets in the intersection
Street 12789, intersection 6515: 18 total wait time, 2 streets in the intersection
Street 31141, intersection 1929: 18 total wait time, 2 streets in the intersection
Street 26191, intersection 2032: 18 total wait time, 2 streets in the intersection
Street 1558, intersection 2081: 18 total wait time, 2 streets in the intersection
Street 19650, intersection 4539: 18 total wait time, 3 streets in the intersection
Street 21220, intersection 3664: 18 total wait time, 3 streets in the intersection
Street 16592, intersection 4362: 18 total wait time, 2 streets in the intersection
Street 21430, intersection 4935: 18 total wait time, 2 streets in the intersection
Street 32870, intersection 2675: 18 total wait time, 4 streets in the intersection
Street 28228, intersection 2498: 17 total wait time, 2 streets in the intersection
Street 2844, intersection 2668: 17 total wait time, 4 streets in the intersection
Street 29803, intersection 4091: 17 total wait time, 3 streets in the intersection
Street 7646, intersection 7898: 17 total wait time, 2 streets in the intersection
Street 24908, intersection 5678: 17 total wait time, 3 streets in the intersection
Street 15238, intersection 4357: 17 total wait time, 2 streets in the intersection
Street 13571, intersection 1405: 17 total wait time, 3 streets in the intersection
Street 27506, intersection 773: 17 total wait time, 2 streets in the intersection
Street 2967, intersection 870: 17 total wait time, 2 streets in the intersection
Street 21599, intersection 4073: 17 total wait time, 2 streets in the intersection
Street 25144, intersection 7129: 17 total wait time, 3 streets in the intersection
Street 27488, intersection 4956: 17 total wait time, 2 streets in the intersection
Street 24693, intersection 5029: 17 total wait time, 3 streets in the intersection
Street 27178, intersection 1511: 17 total wait time, 2 streets in the intersection
Street 29441, intersection 7004: 17 total wait time, 4 streets in the intersection
Street 18241, intersection 8630: 16 total wait time, 3 streets in the intersection
Street 18105, intersection 3669: 16 total wait time, 2 streets in the intersection
Street 21411, intersection 4414: 16 total wait time, 2 streets in the intersection
Street 31603, intersection 2767: 16 total wait time, 2 streets in the intersection
Street 34377, intersection 8690: 16 total wait time, 3 streets in the intersection
Street 13877, intersection 4680: 16 total wait time, 2 streets in the intersection
Street 13079, intersection 7306: 16 total wait time, 3 streets in the intersection
Street 30349, intersection 394: 16 total wait time, 3 streets in the intersection
Street 26524, intersection 4082: 16 total wait time, 4 streets in the intersection
Street 21530, intersection 2897: 16 total wait time, 3 streets in the intersection
Street 25390, intersection 1851: 16 total wait time, 2 streets in the intersection
Street 9219, intersection 3266: 16 total wait time, 2 streets in the intersection
Street 7614, intersection 3452: 16 total wait time, 2 streets in the intersection
Street 31922, intersection 7759: 16 total wait time, 2 streets in the intersection
Street 11367, intersection 3451: 16 total wait time, 2 streets in the intersection
Street 8481, intersection 5765: 16 total wait time, 2 streets in the intersection
Street 25561, intersection 7007: 16 total wait time, 2 streets in the intersection
Street 17695, intersection 7796: 16 total wait time, 2 streets in the intersection
Street 24652, intersection 2157: 16 total wait time, 2 streets in the intersection
Street 26687, intersection 8222: 16 total wait time, 3 streets in the intersection
Street 24856, intersection 1263: 16 total wait time, 3 streets in the intersection
Street 32357, intersection 4955: 16 total wait time, 4 streets in the intersection
Street 34530, intersection 4441: 15 total wait time, 3 streets in the intersection
Street 33112, intersection 1778: 15 total wait time, 3 streets in the intersection
Street 2689, intersection 6639: 15 total wait time, 2 streets in the intersection
Street 20799, intersection 4505: 15 total wait time, 3 streets in the intersection
Street 18919, intersection 5444: 15 total wait time, 2 streets in the intersection
Street 25672, intersection 4947: 15 total wait time, 2 streets in the intersection
Street 28809, intersection 7004: 15 total wait time, 4 streets in the intersection
Street 9867, intersection 9623: 15 total wait time, 3 streets in the intersection
Street 18062, intersection 5848: 15 total wait time, 2 streets in the intersection
Street 17872, intersection 8463: 15 total wait time, 2 streets in the intersection
Street 8169, intersection 1629: 15 total wait time, 2 streets in the intersection
Street 31240, intersection 4020: 15 total wait time, 2 streets in the intersection
Street 24031, intersection 7394: 15 total wait time, 2 streets in the intersection
Street 25282, intersection 4175: 15 total wait time, 2 streets in the intersection
Street 1204, intersection 1712: 15 total wait time, 3 streets in the intersection
Street 29659, intersection 5738: 15 total wait time, 3 streets in the intersection
Street 10525, intersection 5622: 15 total wait time, 4 streets in the intersection
Street 19606, intersection 7224: 15 total wait time, 3 streets in the intersection
Street 4056, intersection 8393: 15 total wait time, 2 streets in the intersection
Street 16754, intersection 3458: 15 total wait time, 3 streets in the intersection
Street 32631, intersection 7333: 15 total wait time, 2 streets in the intersection
Street 29419, intersection 6414: 15 total wait time, 2 streets in the intersection
Street 13422, intersection 5685: 15 total wait time, 2 streets in the intersection
Street 15123, intersection 5773: 15 total wait time, 2 streets in the intersection
Street 33654, intersection 4552: 15 total wait time, 3 streets in the intersection
Street 24692, intersection 4946: 15 total wait time, 2 streets in the intersection
Street 15751, intersection 4621: 15 total wait time, 2 streets in the intersection
Street 26785, intersection 5362: 15 total wait time, 2 streets in the intersection
Street 20143, intersection 687: 15 total wait time, 2 streets in the intersection
Street 11360, intersection 746: 15 total wait time, 2 streets in the intersection
Street 1963, intersection 3612: 14 total wait time, 3 streets in the intersection
Street 25674, intersection 5030: 14 total wait time, 2 streets in the intersection
Street 27755, intersection 405: 14 total wait time, 3 streets in the intersection
Street 28442, intersection 4104: 14 total wait time, 3 streets in the intersection
Street 10832, intersection 1628: 14 total wait time, 3 streets in the intersection
Street 6683, intersection 2446: 14 total wait time, 4 streets in the intersection
Street 6541, intersection 3219: 14 total wait time, 3 streets in the intersection
Street 14494, intersection 2865: 14 total wait time, 2 streets in the intersection
Street 19761, intersection 2800: 14 total wait time, 3 streets in the intersection
Street 30122, intersection 3301: 14 total wait time, 2 streets in the intersection
Street 7454, intersection 6420: 14 total wait time, 3 streets in the intersection
Street 34640, intersection 3052: 14 total wait time, 2 streets in the intersection
Street 10473, intersection 1218: 14 total wait time, 2 streets in the intersection
Street 13816, intersection 4356: 14 total wait time, 3 streets in the intersection
Street 5194, intersection 4945: 14 total wait time, 3 streets in the intersection
Street 23455, intersection 4403: 14 total wait time, 2 streets in the intersection
Street 30985, intersection 194: 14 total wait time, 3 streets in the intersection
Street 16552, intersection 7162: 14 total wait time, 2 streets in the intersection
Street 4530, intersection 6939: 14 total wait time, 2 streets in the intersection
Street 1500, intersection 7421: 14 total wait time, 2 streets in the intersection
Street 18444, intersection 3914: 14 total wait time, 2 streets in the intersection
Street 29333, intersection 3294: 14 total wait time, 3 streets in the intersection
Street 24891, intersection 8212: 14 total wait time, 3 streets in the intersection
Street 22249, intersection 6637: 14 total wait time, 2 streets in the intersection
Street 21696, intersection 9100: 14 total wait time, 4 streets in the intersection
Street 27865, intersection 2463: 14 total wait time, 2 streets in the intersection
Street 34274, intersection 2881: 14 total wait time, 3 streets in the intersection
Street 24196, intersection 3731: 14 total wait time, 3 streets in the intersection
